F1 	 F2 	 numVert1 	 numEdgeIn1 	 numEdgeOut1 	 min,max,ave_silhouette1 	numVert2 	 numEdgeIn2 	 numEdgeOut2 	 min,max,ave_silhouette2 	 numEdgeBetween 	 ave_s1+s2 	 joined_silhouette 	 difference
MZ22531075	MZ22502785	2	0	21	-1.0000	0.0000	-0.5000	15	73	367	-0.6659	1.0000	-0.0411	0	-0.0951	-0.1793	-0.0842	
MZ22530775	MZ22520491	2	0	0	0.0000	0.0000	0.0000	15	79	41	-0.1387	0.8987	0.7406	0	0.6535	0.6241	-0.0295	
MZ22522161	MZ22502612	3	0	0	0.0000	0.0000	0.0000	18	12	0	0.0000	1.0000	0.5000	0	0.4286	0.4286	0.0000	
MZ22506348	MZ22507135	3	3	51	0.0218	0.0246	0.0228	14	91	60	-0.0121	0.0207	-0.0006	42	0.0035	0.9185	0.9150	
MZ22530426	MZ22523278	2	0	17	-1.0000	0.0000	-0.5000	15	73	24	-0.4580	1.0000	0.0258	0	-0.0360	-0.1257	-0.0896	
MZ22528924	MZ22500579	2	0	0	0.0000	0.0000	0.0000	17	108	131	-0.3962	0.4060	0.1209	0	0.1083	0.0197	-0.0885	
MZ22529135	MZ22515350	2	1	33	0.0092	0.0389	0.0240	16	120	82	-0.0554	0.0645	-0.0175	32	-0.0129	0.8618	0.8747	
MZ22528569	MZ22516011	2	1	0	1.0000	1.0000	1.0000	15	44	0	0.0000	1.0000	0.8000	0	0.8235	0.8235	0.0000	
MZ22520185	MZ22521381	3	1	32	-1.0000	1.0000	0.3333	14	91	40	0.1617	0.8255	0.5820	14	0.5382	0.5322	-0.0060	
MZ22528749	MZ22521853	2	1	1	0.5886	1.0000	0.7943	15	72	0	1.0000	1.0000	1.0000	0	0.9758	0.8913	-0.0845	
MZ22501194	MZ22503731	3	3	70	-0.3337	0.9247	0.0929	15	57	16	-0.3004	1.0000	0.6342	16	0.5440	0.8090	0.2650	
MZ22520997	MZ22515611	3	1	2	0.0000	0.6387	0.3268	13	78	0	1.0000	1.0000	1.0000	0	0.8738	0.7232	-0.1506	
MZ22522073	MZ22515097	3	1	32	-1.0000	-0.2726	-0.5327	15	68	50	-0.3683	1.0000	0.1680	26	0.0513	0.3695	0.3182	
MZ22518279	MZ22511606	3	3	42	0.1136	0.1412	0.1290	14	90	42	-0.1700	0.1626	-0.0734	42	-0.0377	1.0000	1.0377	
MZ22521767	MZ22521498	4	2	16	-0.4055	1.0000	0.2973	12	34	16	0.0519	1.0000	0.4642	16	0.4225	1.0000	0.5775	
MZ22516940	MZ22516071	3	1	0	0.0000	1.0000	0.6666	13	13	3	-1.0000	1.0000	0.5776	0	0.5944	0.5753	-0.0191	
MZ22518275	MZ22521994	4	6	92	0.0962	0.2575	0.1820	14	55	44	-1.0000	1.0000	0.0632	40	0.0896	0.4807	0.3911	
MZ22529418	MZ22521351	2	1	0	1.0000	1.0000	1.0000	15	57	0	0.0000	1.0000	0.9333	0	0.9412	0.9412	0.0000	
MZ22509118	MZ22500963	4	6	116	0.2329	0.2666	0.2561	14	71	258	-0.3398	0.0000	-0.1938	48	-0.0939	-0.0035	0.0904	
MZ22518275	MZ22524179	4	6	92	0.0962	0.2575	0.1820	13	78	52	0.1625	0.3066	0.2152	52	0.2074	0.8574	0.6500	
MZ22508040	MZ22507529	3	1	30	-0.5149	0.0000	-0.3390	15	105	30	0.3398	0.3598	0.3453	30	0.2312	0.9444	0.7132	
