F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s12 	 s 	 d 
MZ22512728	MZ22501910	12	-0.0330	0.0539	-0.3950	0.0272	-0.4222	
MZ22508693	MZ22516022	7	0.9805	0.3311	0.4051	0.6645	-0.2594	
MZ22515540	MZ22525332	42	0.8781	0.8966	0.9991	0.8862	0.1130	
MZ22512523	MZ22528508	15	0.5937	-0.5000	0.6570	0.4895	0.1675	
MZ22512138	MZ22519866	3	0.5263	0.9501	0.6818	0.5841	0.0977	
MZ22509608	MZ22501308	21	0.7139	0.1532	0.2046	0.3650	-0.1604	
MZ22522823	MZ22509321	54	0.3550	0.8127	0.9467	0.6719	0.2748	
MZ22502934	MZ22513062	20	0.0736	0.6082	0.8182	0.2680	0.5502	
MZ22525286	MZ22523800	12	0.7634	0.8564	0.8329	0.7917	0.0412	
MZ22520827	MZ22515618	78	0.5100	0.4563	0.3172	0.4802	-0.1629	
MZ22503864	MZ22519197	49	0.2845	0.2276	0.9545	0.2737	0.6808	
MZ22521359	MZ22517884	1	-0.3870	0.5734	0.1311	0.3517	-0.2207	
MZ22528540	MZ22528328	2	0.5579	-0.0343	-0.1310	0.2618	-0.3927	
MZ22501199	MZ22520131	11	0.0197	0.9092	0.1846	0.4263	-0.2417	
MZ22518403	MZ22503762	51	0.2552	0.0551	0.9102	0.0824	0.8278	
MZ22512966	MZ22501838	129	0.4104	0.2049	0.3494	0.2581	0.0912	
MZ22512699	MZ22504106	117	0.3069	0.1978	1.0000	0.2271	0.7729	
MZ22517320	MZ22500666	1	0.4458	0.0285	-0.0932	0.2182	-0.3114	
MZ22518794	MZ22521815	6	0.9526	0.6829	0.9310	0.8410	0.0900	
MZ22530056	MZ22527975	3	-0.5000	0.0605	-0.2462	-0.1637	-0.0825	
MZ22527155	MZ22521773	2	-1.0000	0.9342	0.9759	0.7193	0.2566	
MZ22521165	MZ22500683	8	0.2434	0.0220	0.3789	0.0574	0.3215	
MZ22502219	MZ22518797	3	0.6772	0.2669	0.6536	0.5280	0.1255	
MZ22515071	MZ22530528	36	0.0100	0.0147	1.0000	0.0105	0.9895	
MZ22502532	MZ22517485	52	0.6662	0.3053	0.6910	0.5459	0.1451	
MZ22515259	MZ22502920	43	-0.3629	0.0273	0.0765	-0.0177	0.0942	
MZ22503712	MZ22504815	13	0.1161	0.9858	0.3002	0.5739	-0.2737	
MZ22505563	MZ22504910	2	0.0881	0.9679	0.5534	0.7215	-0.1681	
MZ22518177	MZ22514468	18	0.9642	0.9512	0.9865	0.9577	0.0288	
MZ22527259	MZ22515000	126	0.5267	0.2761	0.2018	0.3463	-0.1445	
MZ22523214	MZ22510642	14	0.9711	0.9656	1.0000	0.9679	0.0321	
MZ22513104	MZ22514671	2	0.0007	0.6250	0.4629	0.5556	-0.0928	
MZ22502488	MZ22524034	25	0.9116	0.7101	0.6828	0.8310	-0.1481	
MZ22514422	MZ22505335	27	0.1095	0.5546	0.5804	0.3765	0.2039	
MZ22509608	MZ22530271	1	0.7139	0.6079	0.6397	0.7027	-0.0630	
MZ22503032	MZ22512664	24	0.0828	0.0808	0.2569	0.0815	0.1755	
MZ22524036	MZ22525596	4	-0.2500	0.5365	0.3333	0.1870	0.1464	
MZ22519755	MZ22513919	92	0.3053	0.2472	0.9879	0.2521	0.7358	
MZ22510216	MZ22509638	5	0.6996	0.5935	0.4843	0.6274	-0.1431	
MZ22520623	MZ22519618	14	0.8242	0.9024	0.9714	0.8600	0.1114	
MZ22513921	MZ22503603	11	0.2782	-0.0256	-0.0051	0.1914	-0.1965	
MZ22516064	MZ22506470	1	0.4058	0.8917	0.4356	0.7074	-0.2718	
MZ22500533	MZ22522295	1	0.0697	0.7351	0.1287	0.3839	-0.2552	
MZ22500154	MZ22504532	176	0.3266	0.4458	0.3753	0.3703	0.0050	
MZ22524988	MZ22525966	5	0.0216	-0.3333	-0.1963	-0.1115	-0.0849	
MZ22527345	MZ22512031	1	-0.5000	0.9242	0.8947	0.7743	0.1204	
MZ22528679	MZ22528373	2	-0.5000	0.3634	-0.1683	-0.0683	-0.1000	
MZ22526369	MZ22527548	8	0.8876	0.8876	1.0000	0.8876	0.1124	
MZ22530533	MZ22529999	1	-0.5000	-0.5000	-0.0138	-0.5000	0.4862	
MZ22519209	MZ22514646	6	0.8596	0.9878	0.8727	0.9317	-0.0590	
MZ22500063	MZ22528059	80	-0.1391	-0.0467	-0.1530	-0.1350	-0.0180	
MZ22521467	MZ22519064	12	0.4776	0.7048	0.8426	0.6566	0.1859	
MZ22524186	MZ22530676	4	0.5679	0.2418	0.2658	0.5027	-0.2369	
MZ22513680	MZ22528013	8	0.1262	0.7102	0.7143	0.2097	0.5046	
MZ22526534	MZ22500783	30	-0.1516	0.1344	-0.0256	0.0954	-0.1210	
MZ22500170	MZ22528068	3	0.9450	-1.0000	1.0000	0.7681	0.2319	
MZ22513384	MZ22526124	6	0.0218	-0.3507	-0.1964	-0.1645	-0.0319	
MZ22524172	MZ22505487	18	0.3218	0.8197	0.4723	0.6952	-0.2230	
MZ22516466	MZ22504809	35	0.4676	0.6364	0.7734	0.5780	0.1954	
MZ22526644	MZ22514153	108	0.3171	0.2997	1.0000	0.3040	0.6960	
MZ22509303	MZ22520010	108	0.3954	0.6299	0.9706	0.4368	0.5338	
MZ22517655	MZ22530077	3	0.5644	-1.0000	0.4859	0.4154	0.0704	
MZ22527450	MZ22525551	3	-0.2500	0.5091	0.6584	0.3645	0.2939	
MZ22513970	MZ22519193	5	-0.4470	0.0203	-0.3475	-0.1095	-0.2380	
MZ22514812	MZ22526842	11	0.9373	0.9478	0.8957	0.9413	-0.0456	
MZ22509488	MZ22518769	77	0.7266	0.6290	0.8934	0.6829	0.2106	
MZ22502417	MZ22503168	15	0.9768	0.9771	1.0000	0.9770	0.0230	
MZ22522660	MZ22500172	66	0.0852	0.2271	0.1723	0.2034	-0.0311	
MZ22513493	MZ22519819	4	0.7671	0.2280	0.3821	0.5649	-0.1828	
MZ22511637	MZ22516279	52	0.4411	0.6362	0.9545	0.4766	0.4779	
MZ22505220	MZ22527362	18	0.7519	-0.3333	0.9048	0.5968	0.3079	
MZ22520666	MZ22518428	97	0.1165	0.4124	0.0600	0.2900	-0.2300	
MZ22528419	MZ22517842	32	0.0070	0.6316	0.3545	0.5067	-0.1521	
MZ22515960	MZ22522177	9	0.8471	0.6462	0.6022	0.7526	-0.1504	
MZ22515737	MZ22526115	5	0.9934	0.9917	1.0000	0.9926	0.0074	
MZ22524049	MZ22515866	56	0.5206	0.5591	0.9578	0.5518	0.4060	
MZ22517509	MZ22527328	12	0.3236	0.4107	0.2001	0.3387	-0.1387	
MZ22528787	MZ22502759	32	-0.2913	0.2989	1.0000	0.2399	0.7601	
MZ22523892	MZ22528926	2	0.1000	-0.5000	0.0777	-0.0715	0.1492	
MZ22525935	MZ22503482	10	0.9501	0.9859	1.0000	0.9727	0.0273	
MZ22503075	MZ22517892	2	0.8476	0.7500	0.8801	0.8003	0.0798	
MZ22501360	MZ22513240	76	0.1278	0.0080	0.9576	0.1069	0.8507	
MZ22522129	MZ22501163	2	0.5000	0.8112	0.8095	0.7546	0.0550	
MZ22528232	MZ22500088	38	-0.0432	0.1544	0.1879	0.1356	0.0523	
MZ22513281	MZ22512467	4	-0.4217	0.5669	-0.2993	-0.1745	-0.1248	
MZ22519264	MZ22511586	4	0.2315	0.2445	0.0014	0.2380	-0.2366	
MZ22519959	MZ22525154	12	0.2695	0.0794	-0.0927	0.1880	-0.2808	
MZ22528211	MZ22507838	2	0.8078	0.5882	0.4955	0.6141	-0.1186	
MZ22510174	MZ22514186	2	0.9372	0.9957	0.9388	0.9641	-0.0252	
MZ22525067	MZ22507585	53	0.3098	0.0530	0.0718	0.0880	-0.0162	
MZ22525235	MZ22529017	2	0.7975	0.8050	1.0000	0.8000	0.2000	
MZ22505431	MZ22519675	32	0.2056	0.0662	0.1746	0.1127	0.0620	
MZ22501036	MZ22521206	16	0.9640	0.8844	0.9061	0.9266	-0.0205	
MZ22524958	MZ22513368	12	0.9679	0.9695	0.9883	0.9688	0.0195	
MZ22502527	MZ22506790	50	0.2334	0.2192	0.6889	0.2285	0.4604	
MZ22504645	MZ22528146	36	0.2617	-0.2671	1.0000	0.2088	0.7912	
MZ22528845	MZ22507304	38	-0.1206	0.1315	1.0000	0.1075	0.8925	
MZ22518505	MZ22510427	11	0.7429	0.9756	0.9688	0.8738	0.0949	
MZ22521616	MZ22527059	8	0.9313	0.6429	0.9126	0.8763	0.0363	
MZ22504805	MZ22511899	15	0.7379	0.8846	0.7301	0.8049	-0.0748	
MZ22503510	MZ22514732	1	0.9984	0.8688	0.9936	0.9374	0.0562	
MZ22525898	MZ22525448	15	0.1715	0.1911	0.8000	0.1780	0.6220	
MZ22514589	MZ22504464	133	0.3040	0.1754	0.2797	0.2060	0.0736	
MZ22502317	MZ22514494	64	0.7087	0.0805	0.2618	0.4574	-0.1956	
MZ22527794	MZ22515698	1	-0.5000	0.9005	0.8777	0.7604	0.1173	
MZ22518444	MZ22510443	13	0.1643	0.5926	0.8696	0.4563	0.4134	
MZ22516466	MZ22525846	3	0.4676	0.5323	0.1909	0.5046	-0.3137	
MZ22505099	MZ22522910	76	0.4844	0.5424	0.9961	0.4933	0.5028	
MZ22502185	MZ22511948	44	0.3719	0.1571	0.8675	0.3207	0.5468	
MZ22514997	MZ22504811	76	0.1888	0.5948	0.9615	0.4543	0.5073	
MZ22510933	MZ22530112	17	0.6606	-1.0000	0.9615	0.4858	0.4758	
MZ22505493	MZ22530491	17	0.0717	-1.0000	0.0248	-0.0473	0.0722	
MZ22529003	MZ22522263	5	-0.5000	0.2391	0.5556	0.1570	0.3985	
MZ22500138	MZ22528415	52	0.1020	0.3080	0.7695	0.1158	0.6537	
MZ22513127	MZ22502502	9	0.3406	0.2793	0.2290	0.3134	-0.0844	
MZ22516420	MZ22508836	1	-0.3963	0.1468	-0.0999	0.0060	-0.1059	
MZ22509294	MZ22502632	17	0.9665	0.9657	1.0000	0.9661	0.0339	
MZ22500398	MZ22516183	15	0.9663	0.9692	1.0000	0.9677	0.0323	
MZ22511237	MZ22507717	9	-0.1219	0.1018	0.5409	0.0272	0.5136	
MZ22531162	MZ22527739	1	0.2547	-0.3336	-0.5649	-0.0983	-0.4666	
MZ22522235	MZ22510145	102	0.7446	0.6925	1.0000	0.7137	0.2863	
MZ22527004	MZ22525398	37	0.9251	0.6561	0.7738	0.6975	0.0763	
MZ22500377	MZ22528108	72	0.2396	0.1104	0.8946	0.2161	0.6785	
MZ22529638	MZ22523803	6	-1.0000	0.1129	-0.2296	-0.3322	0.1026	
MZ22500100	MZ22508279	4	0.5157	0.7819	0.4801	0.5690	-0.0888	
MZ22528547	MZ22519393	4	0.7242	-0.2233	0.5000	0.0135	0.4865	
MZ22522726	MZ22500743	76	0.1670	0.1561	0.3762	0.1580	0.2182	
MZ22511586	MZ22515599	28	0.2445	0.1944	0.1969	0.2111	-0.0141	
MZ22519842	MZ22513359	17	0.3585	0.5604	0.8462	0.4983	0.3479	
MZ22525478	MZ22505103	2	-0.3333	0.9671	0.7804	0.7813	-0.0009	
MZ22503255	MZ22520148	11	0.7701	0.9441	0.7773	0.8209	-0.0436	
MZ22501728	MZ22500731	253	0.1809	0.0991	-0.1791	0.1411	-0.3202	
MZ22525736	MZ22525612	2	-0.0940	-0.0869	-0.2007	-0.0895	-0.1113	
MZ22508005	MZ22509848	18	0.9435	0.7176	0.9076	0.8372	0.0704	
MZ22511983	MZ22526748	16	0.6138	0.1737	0.3559	0.5090	-0.1531	
MZ22512522	MZ22500142	60	0.0837	0.0845	0.0801	0.0844	-0.0043	
MZ22501526	MZ22506902	10	0.6611	0.6233	0.6217	0.6422	-0.0205	
MZ22520624	MZ22513411	8	-0.6667	0.5772	0.5560	0.3284	0.2276	
MZ22500154	MZ22503346	87	0.3266	0.1323	0.1776	0.2800	-0.1024	
MZ22513644	MZ22521678	14	0.8736	0.0572	0.9583	0.6355	0.3228	
MZ22520519	MZ22515867	39	0.8680	0.8022	1.0000	0.8310	0.1690	
MZ22502237	MZ22514946	9	0.8521	0.0940	0.8303	0.6702	0.1601	
MZ22530633	MZ22526208	2	0.9201	-0.2500	0.2000	-0.0160	0.2160	
MZ22530831	MZ22500045	25	-1.0000	0.1925	0.0908	0.0932	-0.0023	
MZ22516629	MZ22503877	12	0.9521	0.9304	0.9767	0.9395	0.0372	
MZ22511268	MZ22516926	85	0.0990	0.3040	-0.2416	0.1722	-0.4138	
MZ22530515	MZ22504022	37	0.5720	0.6040	1.0000	0.6011	0.3989	
MZ22524824	MZ22515272	16	0.8606	0.9712	0.9667	0.9233	0.0434	
MZ22519162	MZ22504497	30	0.4466	0.2349	0.2369	0.3005	-0.0636	
MZ22525197	MZ22506345	51	0.2681	0.2432	0.3613	0.2469	0.1143	
MZ22501675	MZ22528496	36	0.3939	0.3248	0.5290	0.3873	0.1417	
MZ22503140	MZ22528548	16	0.7328	0.7333	0.9474	0.7329	0.2145	
MZ22503598	MZ22523170	63	0.2419	0.3773	0.3754	0.2677	0.1077	
MZ22510115	MZ22501277	6	0.4560	0.6354	0.2718	0.5808	-0.3090	
MZ22505306	MZ22515355	13	0.8320	0.8072	0.7972	0.8223	-0.0251	
MZ22512599	MZ22529449	18	0.3657	-1.0000	0.3279	0.1174	0.2105	
MZ22513082	MZ22502051	52	0.2730	0.4441	0.3254	0.3769	-0.0515	
MZ22500028	MZ22528048	63	0.1024	0.1628	0.1652	0.1099	0.0553	
MZ22529226	MZ22502817	6	0.0616	0.0032	-0.1309	0.0265	-0.1574	
MZ22525703	MZ22523255	2	0.5000	0.2195	0.2731	0.3357	-0.0626	
MZ22524102	MZ22509273	42	0.8805	0.8771	1.0000	0.8786	0.1214	
MZ22500956	MZ22522246	20	0.7236	0.9623	0.7504	0.8355	-0.0851	
MZ22527554	MZ22523350	2	0.6025	0.3840	0.2019	0.4058	-0.2039	
MZ22516272	MZ22515540	1	0.9958	0.8781	0.8870	0.9335	-0.0465	
MZ22503203	MZ22529519	37	0.2432	-0.2455	0.9144	0.1967	0.7177	
MZ22529955	MZ22514221	1	0.5343	0.8118	0.6131	0.7810	-0.1679	
MZ22511090	MZ22500996	63	-0.2165	0.5885	1.0000	0.4135	0.5865	
MZ22507764	MZ22526074	2	0.9759	0.1024	0.7348	0.8095	-0.0748	
MZ22505401	MZ22504061	1	0.7931	0.9418	0.8824	0.8718	0.0106	
MZ22507464	MZ22523565	10	0.9685	0.9688	1.0000	0.9686	0.0314	
MZ22506405	MZ22525763	47	0.8709	0.8232	0.9644	0.8528	0.1116	
MZ22515848	MZ22500682	84	0.1382	0.0855	0.0499	0.0939	-0.0440	
MZ22523930	MZ22503574	68	0.2296	0.1571	0.5021	0.1709	0.3311	
MZ22506452	MZ22508357	8	0.6367	0.9415	0.7632	0.8399	-0.0767	
MZ22522427	MZ22528926	2	0.1868	-0.5000	0.0923	0.0619	0.0304	
MZ22526533	MZ22528415	2	-0.3333	0.3080	-0.1923	-0.0768	-0.1155	
MZ22519333	MZ22520388	105	0.4853	0.5511	0.9740	0.5182	0.4558	
MZ22530509	MZ22521961	16	-0.5000	0.5191	0.9444	0.4059	0.5386	
MZ22516448	MZ22503529	122	0.5155	0.2352	1.0000	0.3286	0.6714	
MZ22530985	MZ22502179	3	-0.5000	0.8109	0.7869	0.6798	0.1071	
MZ22523352	MZ22511073	22	0.5887	0.4945	1.0000	0.5441	0.4559	
MZ22522715	MZ22509255	13	-0.1322	0.9460	0.2520	0.4223	-0.1703	
MZ22520366	MZ22523306	8	0.5689	0.8927	0.7667	0.7200	0.0467	
MZ22517225	MZ22527727	17	0.8546	0.3866	0.9179	0.7844	0.1334	
MZ22501260	MZ22514990	59	0.0251	0.3142	0.1166	0.1252	-0.0086	
MZ22518356	MZ22518413	2	0.3333	0.1283	0.7692	0.2703	0.4990	
MZ22520185	MZ22521381	14	0.3333	0.5821	0.5322	0.5382	-0.0060	
MZ22500068	MZ22528264	26	0.1665	-0.2488	0.9908	0.1111	0.8796	
MZ22506260	MZ22511091	164	0.0102	0.1639	-0.3099	0.0830	-0.3929	
MZ22527506	MZ22516526	33	0.2164	0.2264	0.4542	0.2243	0.2300	
MZ22507742	MZ22531123	18	0.7991	-0.5000	0.9439	0.6692	0.2747	
MZ22526264	MZ22523203	12	0.5025	0.4613	0.3813	0.4750	-0.0938	
MZ22527294	MZ22519483	20	0.9064	0.7950	1.0000	0.8414	0.1586	
MZ22529631	MZ22500755	38	0.0517	0.1394	1.0000	0.1311	0.8689	
MZ22522486	MZ22526321	29	-0.0230	0.4706	0.4233	0.3390	0.0843	
MZ22504394	MZ22507435	60	0.6371	0.7256	0.9357	0.6548	0.2809	
MZ22526323	MZ22503465	11	0.8359	0.3921	0.2360	0.5639	-0.3279	
MZ22504647	MZ22518910	16	0.4457	0.4994	0.9474	0.4513	0.4960	
MZ22509818	MZ22500310	39	0.0262	0.5361	0.4938	0.4045	0.0893	
MZ22510277	MZ22524948	12	0.1752	0.5297	0.0449	0.3271	-0.2822	
MZ22514468	MZ22521965	9	0.9512	0.8904	0.8488	0.9295	-0.0807	
MZ22526643	MZ22520185	2	0.6289	0.3333	0.2866	0.4515	-0.1649	
MZ22504283	MZ22526514	8	0.3262	0.0909	0.0589	0.2509	-0.1921	
MZ22506885	MZ22528268	12	-0.1212	0.1595	0.8889	-0.0588	0.9477	
MZ22514100	MZ22521892	55	0.4416	0.7568	0.6459	0.5700	0.0759	
MZ22518252	MZ22524566	1	0.7647	0.9970	0.8929	0.8891	0.0037	
MZ22513151	MZ22523139	3	0.8334	-0.0204	0.8293	0.5736	0.2557	
MZ22530253	MZ22501201	7	0.0401	0.8805	0.7063	0.7964	-0.0901	
MZ22512632	MZ22512255	16	0.8620	0.9495	0.9284	0.9070	0.0215	
MZ22509543	MZ22509818	3	-0.2384	0.0262	-0.1523	-0.0872	-0.0651	
MZ22502907	MZ22510756	122	0.6659	0.4350	1.0000	0.5783	0.4217	
MZ22507919	MZ22508014	114	0.7375	0.8036	1.0000	0.7723	0.2277	
MZ22529029	MZ22525398	4	0.0761	0.6561	0.5764	0.6309	-0.0545	
MZ22505075	MZ22514944	87	0.0057	0.1939	0.8401	0.0584	0.7817	
MZ22519446	MZ22527367	3	0.3046	0.1538	0.2102	0.2262	-0.0160	
MZ22514227	MZ22514765	20	0.8926	0.9314	1.0000	0.9154	0.0846	
MZ22502244	MZ22528994	10	0.5126	-1.0000	0.9474	0.3533	0.5940	
MZ22529891	MZ22503169	33	-0.3147	0.2309	1.0000	0.1763	0.8237	
MZ22500767	MZ22502670	52	0.7085	0.7449	0.9616	0.7239	0.2377	
MZ22530055	MZ22523328	2	0.2382	-0.2000	-0.0680	-0.0748	0.0068	
MZ22510908	MZ22503675	1	-0.4457	0.4434	-0.1716	0.1201	-0.2917	
MZ22518784	MZ22513326	3	-0.2500	0.0507	-0.2763	-0.1211	-0.1552	
MZ22518692	MZ22514688	4	0.9026	0.9859	0.9714	0.9455	0.0260	
MZ22514904	MZ22500400	15	0.7701	0.9685	0.9429	0.8721	0.0708	
MZ22502144	MZ22528091	1	0.3556	-1.0000	0.2938	0.2513	0.0425	
MZ22530309	MZ22524691	1	0.9741	0.9439	0.9681	0.9485	0.0196	
MZ22508810	MZ22508658	17	0.9624	0.1018	0.2782	0.4972	-0.2190	
MZ22504105	MZ22511444	15	0.5224	0.3001	-0.0251	0.4113	-0.4364	
MZ22501438	MZ22509804	30	0.9139	0.9266	1.0000	0.9199	0.0801	
MZ22521546	MZ22528054	2	0.7480	0.9604	0.8888	0.7730	0.1158	
MZ22505965	MZ22527273	1	-0.1765	0.5626	-0.0257	0.1520	-0.1777	
MZ22508674	MZ22526972	1	0.9978	0.9954	1.0000	0.9971	0.0029	
MZ22508705	MZ22530271	7	-0.0717	0.6079	-0.0838	0.0416	-0.1254	
MZ22523241	MZ22517370	10	0.7174	0.9744	0.9677	0.8749	0.0928	
MZ22519360	MZ22503537	19	0.7268	0.8314	0.8269	0.7865	0.0404	
MZ22509084	MZ22508920	18	0.6364	0.5726	0.2327	0.5994	-0.3667	
MZ22527771	MZ22525184	12	0.5665	-0.0209	0.4335	0.2900	0.1434	
MZ22528016	MZ22501153	36	0.0508	0.0574	1.0000	0.0568	0.9432	
MZ22520673	MZ22514891	7	0.2660	0.4111	0.9231	0.3553	0.5678	
MZ22519749	MZ22526929	11	0.3261	0.4735	-0.1276	0.3851	-0.5127	
MZ22526622	MZ22527599	51	0.3629	-0.2372	1.0000	0.1004	0.8996	
MZ22529376	MZ22503623	3	-0.5000	0.9197	0.8994	0.7777	0.1217	
MZ22528263	MZ22516235	2	0.1214	0.2219	-0.2750	0.1884	-0.4634	
MZ22500949	MZ22510128	113	-0.0678	0.3958	-0.0004	0.0867	-0.0871	
MZ22522171	MZ22506376	7	-0.3617	0.2510	0.4574	0.0860	0.3714	
MZ22517173	MZ22522977	14	0.4733	0.7307	0.3446	0.5939	-0.2493	
MZ22517160	MZ22500391	24	0.9235	0.3142	0.4178	0.5454	-0.1276	
MZ22529805	MZ22501348	61	0.3623	0.4242	0.3739	0.4164	-0.0425	
MZ22525333	MZ22525067	6	0.2191	0.3098	-0.1142	0.2645	-0.3786	
MZ22524643	MZ22511298	29	0.8104	0.8898	1.0000	0.8554	0.1446	
MZ22517876	MZ22516692	4	0.5265	0.8006	1.0000	0.7149	0.2851	
MZ22505720	MZ22516590	53	0.1504	0.8415	0.2371	0.4959	-0.2589	
MZ22516245	MZ22519479	8	0.7294	0.2341	0.4205	0.5171	-0.0966	
MZ22520756	MZ22511180	88	0.0192	0.0149	-0.2688	0.0163	-0.2852	
MZ22524491	MZ22502199	12	0.9789	0.9375	0.9443	0.9553	-0.0110	
MZ22502317	MZ22524433	15	0.7087	0.9747	0.7798	0.8296	-0.0498	
MZ22528946	MZ22500644	36	-1.0000	0.0931	0.0759	-0.0062	0.0821	
MZ22524942	MZ22502872	24	0.9315	0.9337	1.0000	0.9330	0.0670	
MZ22527969	MZ22529974	1	-0.7806	-1.0000	-0.8628	-0.8538	-0.0090	
MZ22508756	MZ22509959	4	-0.2410	0.2717	-0.3641	-0.0701	-0.2940	
MZ22528256	MZ22500096	14	0.1845	0.3447	0.2226	0.3302	-0.1076	
MZ22517497	MZ22505813	2	-0.0677	0.7998	0.4662	0.5306	-0.0644	
MZ22504464	MZ22523253	32	0.1754	0.5389	0.2827	0.2066	0.0761	
MZ22516568	MZ22504313	1	0.5333	0.1336	0.1143	0.3334	-0.2192	
MZ22509005	MZ22515984	6	0.2114	-0.3278	0.0146	-0.0582	0.0728	
MZ22522134	MZ22514211	28	0.8106	0.5006	1.0000	0.5626	0.4374	
MZ22530066	MZ22518571	2	-0.5000	0.1558	0.0151	-0.0316	0.0467	
MZ22523755	MZ22511634	83	0.7568	0.7191	1.0000	0.7421	0.2579	
MZ22500799	MZ22525398	112	-0.0132	0.6561	0.3389	0.4696	-0.1306	
MZ22503026	MZ22502386	17	0.0452	0.9444	0.2543	0.5076	-0.2533	
MZ22510478	MZ22523425	1	0.1567	-1.0000	-0.0157	0.0025	-0.0182	
MZ22518292	MZ22521742	114	0.5855	0.1844	0.9146	0.4610	0.4536	
MZ22512266	MZ22514454	60	0.7911	0.9192	0.8310	0.8533	-0.0223	
MZ22517267	MZ22509920	10	0.9014	0.9158	0.9429	0.9092	0.0337	
MZ22510573	MZ22519988	84	0.2614	0.0736	0.8965	0.2144	0.6821	
MZ22505937	MZ22507987	47	0.2204	0.4843	0.0159	0.3601	-0.3442	
MZ22523727	MZ22511670	15	0.4341	0.2985	1.0000	0.3494	0.6506	
MZ22526640	MZ22522447	2	0.2446	0.0131	0.2473	0.0762	0.1711	
MZ22504305	MZ22522001	9	0.5403	0.3793	0.2833	0.5149	-0.2316	
MZ22508176	MZ22522010	50	0.7569	-0.0487	0.9615	0.5400	0.4215	
MZ22501719	MZ22506432	36	0.7857	0.8906	1.0000	0.8381	0.1619	
MZ22522966	MZ22530283	2	0.5753	0.8676	0.4588	0.6078	-0.1490	
MZ22519310	MZ22524905	37	0.8144	0.8462	1.0000	0.8269	0.1731	
MZ22506416	MZ22524838	11	0.7326	0.2567	0.8095	0.6420	0.1676	
MZ22505120	MZ22526654	9	0.9426	0.7991	0.9267	0.8909	0.0358	
MZ22508420	MZ22504416	3	0.5535	-0.1856	0.0625	0.1840	-0.1215	
MZ22527941	MZ22528056	2	0.2227	-1.0000	-0.3414	-0.3887	0.0473	
MZ22512706	MZ22526124	27	-0.0454	-0.3507	-0.1273	-0.0993	-0.0280	
MZ22506186	MZ22506049	130	0.6467	0.7937	0.8851	0.7202	0.1649	
MZ22523983	MZ22513529	21	0.0362	0.0008	-0.0396	0.0126	-0.0522	
MZ22529647	MZ22529887	4	-1.0000	0.1470	-0.3470	-0.4265	0.0796	
MZ22526424	MZ22522223	1	0.1429	0.8354	0.7000	0.5930	0.1070	
MZ22527041	MZ22500470	32	-0.2990	0.5430	0.5046	0.4282	0.0764	
MZ22519119	MZ22515798	34	-0.4224	0.5632	0.6869	0.4153	0.2716	
MZ22527418	MZ22530654	1	-0.6667	-1.0000	-0.5002	-0.8000	0.2998	
MZ22513227	MZ22521590	38	0.8449	0.7747	1.0000	0.8183	0.1817	
MZ22524268	MZ22527292	1	-0.1819	0.4000	-0.0670	0.0605	-0.1276	
MZ22530125	MZ22523278	24	0.1413	0.0258	1.0000	0.0394	0.9606	
MZ22517121	MZ22516743	1	0.0551	0.2390	-0.1973	0.1308	-0.3281	
MZ22525273	MZ22520475	67	0.4669	0.4240	0.8263	0.4383	0.3881	
MZ22528821	MZ22507188	3	-1.0000	-0.3365	-0.4081	-0.5024	0.0943	
MZ22509175	MZ22522545	45	0.0716	0.2558	1.0000	0.0979	0.9021	
MZ22500000	MZ22528609	2	0.2139	0.0487	0.0310	0.1982	-0.1672	
MZ22530430	MZ22505103	3	-0.5000	0.9671	0.8464	0.8204	0.0260	
MZ22503174	MZ22516937	30	0.5381	0.6765	0.9250	0.5807	0.3443	
MZ22513805	MZ22518997	142	0.5060	0.3327	1.0000	0.4503	0.5497	
MZ22528395	MZ22501991	18	-0.5000	0.4202	0.7584	0.3282	0.4302	
MZ22529050	MZ22500645	43	-0.3475	0.2754	0.1278	0.1904	-0.0626	
MZ22501159	MZ22520560	76	0.1279	0.0445	1.0000	0.1134	0.8866	
MZ22524882	MZ22518277	12	0.1797	0.2394	-0.0180	0.2138	-0.2318	
MZ22504035	MZ22503164	1	0.9172	0.7786	0.7302	0.8459	-0.1157	
MZ22507822	MZ22522340	114	0.5681	0.5746	0.9615	0.5700	0.3915	
MZ22523584	MZ22511557	10	0.1164	0.1071	0.1136	0.1098	0.0039	
MZ22529955	MZ22530003	4	0.5343	0.5516	0.3504	0.5429	-0.1925	
MZ22510063	MZ22506188	12	0.6845	0.7216	0.8390	0.7036	0.1354	
MZ22500756	MZ22500772	20	0.0684	0.8444	0.3348	0.6036	-0.2688	
MZ22509103	MZ22509373	28	0.0864	0.1676	-0.0346	0.1159	-0.1505	
MZ22527704	MZ22502998	1	-0.3333	0.9936	0.9048	0.8041	0.1007	
MZ22527730	MZ22521809	3	0.3039	0.7733	0.4034	0.6392	-0.2358	
MZ22502782	MZ22516133	163	0.1661	0.3272	0.1117	0.2514	-0.1397	
MZ22528340	MZ22502093	4	0.2448	-0.4901	-0.3091	-0.1961	-0.1130	
MZ22500225	MZ22507134	154	0.0387	0.5447	0.1576	0.2306	-0.0731	
MZ22529278	MZ22501565	28	-1.0000	0.4150	0.9248	0.2735	0.6513	
MZ22526410	MZ22503181	1	0.7786	0.9237	0.8257	0.8582	-0.0325	
