F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s12 	 s 	 d 
MZ22512047	MZ22517058	4	0.6840	-0.1343	0.1315	0.3203	-0.1888	
MZ22520312	MZ22503675	1	0.0849	0.4434	-0.1633	0.3131	-0.4763	
MZ22506284	MZ22506237	9	0.9894	0.9873	1.0000	0.9884	0.0116	
MZ22524536	MZ22504605	12	0.9792	0.9636	0.9728	0.9701	0.0028	
MZ22528673	MZ22506895	38	0.0206	0.0863	0.0744	0.0800	-0.0056	
MZ22523333	MZ22519962	31	0.3527	0.6148	0.8479	0.5049	0.3430	
MZ22526518	MZ22511265	101	0.6209	0.1013	0.1597	0.2745	-0.1148	
MZ22524584	MZ22501224	90	0.1090	0.1923	1.0000	0.1742	0.8258	
MZ22527022	MZ22530672	1	0.3782	-0.5000	0.4403	0.2186	0.2217	
MZ22504924	MZ22500117	32	0.0109	0.5955	1.0000	0.4842	0.5158	
MZ22512292	MZ22501166	17	0.9568	0.9154	0.9977	0.9350	0.0628	
MZ22509644	MZ22523889	12	0.2833	0.8205	0.2464	0.5426	-0.2962	
MZ22512440	MZ22511586	5	-0.3877	0.2445	-0.0263	0.0074	-0.0337	
MZ22519008	MZ22508304	57	-0.0324	0.2214	0.6439	0.1676	0.4763	
MZ22525032	MZ22506418	70	0.8091	0.7727	1.0000	0.7886	0.2114	
MZ22524036	MZ22525952	1	-0.2500	-0.2000	0.0769	-0.2308	0.3077	
MZ22500580	MZ22528719	57	0.0772	0.0304	1.0000	0.0708	0.9292	
MZ22526963	MZ22515058	24	0.9386	0.9215	1.0000	0.9281	0.0719	
MZ22528260	MZ22502144	33	-0.8365	0.3556	0.6219	0.1501	0.4719	
MZ22513537	MZ22505432	88	0.3046	0.3189	1.0000	0.3143	0.6857	
MZ22524451	MZ22512039	14	0.9651	0.9122	0.9714	0.9379	0.0336	
MZ22520905	MZ22517410	100	0.5812	0.4742	1.0000	0.5099	0.4901	
MZ22503690	MZ22524458	74	0.5811	-0.1123	0.9822	0.4366	0.5456	
MZ22507130	MZ22524911	3	0.3326	0.0892	0.0785	0.2979	-0.2194	
MZ22517941	MZ22514787	1	0.6806	0.9610	0.7493	0.8208	-0.0715	
MZ22512130	MZ22511224	14	0.0943	0.6256	0.0476	0.3685	-0.3209	
MZ22507554	MZ22527045	72	0.1089	0.0870	-0.2274	0.1019	-0.3293	
MZ22530992	MZ22504374	3	-0.5000	0.0426	-0.2901	-0.1383	-0.1518	
MZ22508304	MZ22523504	10	0.2214	0.8910	0.3220	0.2692	0.0527	
MZ22508255	MZ22521799	76	0.0884	0.3601	1.0000	0.1563	0.8437	
MZ22503014	MZ22519068	54	0.3971	-0.2457	0.9545	0.2802	0.6744	
MZ22516596	MZ22500590	4	0.4482	0.4631	0.3122	0.4581	-0.1460	
MZ22507550	MZ22529007	18	0.5775	-1.0000	1.0000	0.4114	0.5886	
MZ22505177	MZ22500048	37	0.3609	-0.0185	-0.0373	0.0140	-0.0513	
MZ22504980	MZ22509625	84	0.2061	0.2821	0.0314	0.2325	-0.2011	
MZ22513698	MZ22527000	6	0.8430	-0.3333	0.8947	0.6573	0.2374	
MZ22511905	MZ22503585	1	0.9981	0.7305	0.8118	0.8681	-0.0563	
MZ22500923	MZ22528521	18	-0.3204	0.8005	-0.1338	-0.2481	0.1142	
MZ22500876	MZ22513281	53	0.0925	-0.4217	0.0181	0.0172	0.0009	
MZ22507729	MZ22526587	37	0.6998	-0.6667	0.9545	0.5135	0.4411	
MZ22524393	MZ22513599	33	0.2166	0.0910	0.8759	0.1132	0.7627	
MZ22517198	MZ22506467	8	0.3589	0.9453	0.5872	0.8121	-0.2248	
MZ22530836	MZ22513580	34	0.1207	0.5380	0.4354	0.4941	-0.0588	
MZ22506265	MZ22520491	26	0.7446	0.7407	0.8254	0.7428	0.0826	
MZ22501007	MZ22523584	34	0.1055	0.1164	0.0579	0.1067	-0.0487	
MZ22501707	MZ22511772	7	0.5826	0.9229	0.8750	0.7421	0.1329	
MZ22500533	MZ22527149	55	0.0697	-0.0778	0.9985	0.0496	0.9489	
MZ22519901	MZ22509749	144	0.4461	0.4229	0.8916	0.4301	0.4616	
MZ22523898	MZ22528361	2	-0.1883	-1.0000	-0.2154	-0.3236	0.1082	
MZ22528686	MZ22509841	36	0.2032	0.1628	1.0000	0.1669	0.8331	
MZ22515570	MZ22527590	85	0.1513	0.4478	0.4728	0.2254	0.2474	
MZ22523110	MZ22506124	1	0.6115	-0.0780	0.5319	0.4823	0.0496	
MZ22524604	MZ22520958	5	0.8033	0.9924	0.9143	0.9006	0.0137	
MZ22500430	MZ22509350	7	0.2238	0.9195	0.2921	0.5623	-0.2701	
MZ22530271	MZ22508754	5	0.6079	0.9263	0.8724	0.8960	-0.0236	
MZ22505998	MZ22524138	9	0.8728	0.2000	1.0000	0.7382	0.2618	
MZ22510136	MZ22509608	2	0.4762	0.7139	0.3548	0.5884	-0.2336	
MZ22503426	MZ22518363	22	0.9578	0.9377	1.0000	0.9487	0.0513	
MZ22511983	MZ22519347	56	0.6138	0.8162	0.8431	0.7083	0.1349	
MZ22521359	MZ22510450	9	-0.3870	0.2349	-0.1676	0.0017	-0.1693	
MZ22500124	MZ22527987	40	0.3911	-0.6185	0.3743	0.2534	0.1208	
MZ22516936	MZ22531198	7	0.4081	-0.5000	0.5063	0.2430	0.2633	
MZ22521489	MZ22513055	2	0.7107	0.9946	0.8824	0.8610	0.0214	
MZ22526677	MZ22505122	39	-0.7207	0.6505	0.8498	0.4012	0.4486	
MZ22518795	MZ22506640	19	0.6991	0.9068	0.6739	0.8056	-0.1317	
MZ22508237	MZ22526415	1	0.9196	0.6000	0.7209	0.7316	-0.0107	
MZ22530583	MZ22525769	1	-0.3333	-0.3334	-0.4442	-0.3334	-0.1108	
MZ22527506	MZ22502600	38	0.2164	0.3892	0.2261	0.3619	-0.1358	
MZ22516174	MZ22529328	10	-0.0328	0.4285	0.1110	0.0990	0.0120	
MZ22512338	MZ22528163	8	-0.2289	0.6350	-0.0444	-0.0561	0.0117	
MZ22500644	MZ22530661	37	0.0931	-0.1275	0.1173	0.0731	0.0442	
MZ22527074	MZ22517983	126	0.5003	0.0986	0.0615	0.2111	-0.1496	
MZ22519252	MZ22523751	17	0.9370	0.9540	0.9844	0.9458	0.0386	
MZ22507093	MZ22529955	29	0.2584	0.5343	0.3508	0.2814	0.0694	
MZ22525950	MZ22512671	1	-0.5000	0.0338	-0.0033	-0.0373	0.0340	
MZ22516291	MZ22524600	24	0.9304	0.9172	1.0000	0.9247	0.0753	
MZ22524720	MZ22500811	51	0.2490	0.0548	-0.0160	0.0839	-0.0999	
MZ22507530	MZ22523146	24	0.8891	0.9199	1.0000	0.9014	0.0986	
MZ22522561	MZ22503217	180	0.4802	0.4381	1.0000	0.4512	0.5488	
MZ22507461	MZ22509719	21	0.7817	0.4332	0.8966	0.6255	0.2711	
MZ22501064	MZ22502775	15	0.9752	0.9637	1.0000	0.9698	0.0302	
MZ22508812	MZ22516659	28	0.7935	0.8825	0.9774	0.8350	0.1424	
MZ22510455	MZ22528652	4	0.0614	0.2648	-0.0507	0.1428	-0.1935	
MZ22517853	MZ22514358	16	0.9645	0.9342	0.9670	0.9494	0.0176	
MZ22523276	MZ22500925	16	0.8031	0.4284	0.4312	0.4641	-0.0329	
MZ22514756	MZ22530154	10	0.2285	0.3103	0.0843	0.2519	-0.1675	
MZ22529332	MZ22500521	38	0.3552	0.3373	0.3934	0.3390	0.0544	
MZ22516255	MZ22514246	15	0.9048	0.2887	0.3432	0.5625	-0.2193	
MZ22503391	MZ22530592	1	0.9834	-0.5000	0.9545	0.8485	0.1060	
MZ22528575	MZ22505284	21	0.0868	0.3000	0.1411	0.2672	-0.1262	
MZ22526370	MZ22514100	84	0.6540	0.4416	0.7507	0.5124	0.2383	
MZ22518171	MZ22525121	2	0.1485	0.6217	0.1909	0.2194	-0.0286	
MZ22501764	MZ22526800	2	-0.1393	0.4288	-0.2404	-0.0175	-0.2228	
MZ22527819	MZ22525184	10	-0.6886	-0.0209	-0.0044	-0.2777	0.2733	
MZ22501975	MZ22525491	5	0.9936	0.8290	1.0000	0.9307	0.0693	
MZ22512423	MZ22520277	50	0.2884	0.3319	0.9565	0.3017	0.6549	
MZ22507448	MZ22503768	2	-0.3604	0.1182	0.0069	0.0669	-0.0599	
MZ22502765	MZ22507310	53	0.8757	0.4395	1.0000	0.7303	0.2697	
MZ22517322	MZ22520762	16	0.9615	0.9650	1.0000	0.9631	0.0369	
MZ22506596	MZ22501277	71	0.7970	0.6354	0.9508	0.7162	0.2346	
MZ22528421	MZ22528263	4	0.2230	0.1214	-0.0437	0.1649	-0.2086	
MZ22528673	MZ22522739	6	0.0206	0.0903	-0.1176	0.0624	-0.1800	
MZ22517331	MZ22520344	15	0.3315	0.8292	0.3947	0.5981	-0.2034	
MZ22526475	MZ22504149	6	0.2811	0.8894	0.9179	0.7982	0.1197	
MZ22531007	MZ22519446	7	0.3553	0.3046	0.1043	0.3232	-0.2190	
MZ22504980	MZ22512130	84	0.2061	0.0943	-0.0113	0.1688	-0.1801	
MZ22518487	MZ22513979	12	0.4628	0.8376	0.6943	0.8055	-0.1112	
MZ22500920	MZ22503182	65	0.0093	0.8269	0.2107	0.3415	-0.1308	
MZ22520624	MZ22502270	3	-0.6667	0.3345	0.1424	0.1843	-0.0419	
MZ22518562	MZ22501934	3	0.7499	0.0912	0.1545	0.3887	-0.2342	
MZ22519377	MZ22504801	59	0.3004	0.2837	0.9231	0.2888	0.6343	
MZ22529801	MZ22521140	4	0.5449	0.3834	-0.0001	0.4480	-0.4481	
MZ22516911	MZ22523127	4	-0.2127	0.1162	-0.4290	-0.0248	-0.4042	
MZ22500160	MZ22500036	22	0.6413	0.8915	0.7247	0.7879	-0.0632	
MZ22512173	MZ22510205	16	0.8467	0.8986	1.0000	0.8741	0.1259	
MZ22529140	MZ22523257	1	-0.5000	0.0000	0.2143	-0.0714	0.2857	
MZ22514420	MZ22513067	10	0.4813	0.3521	0.3834	0.4029	-0.0194	
MZ22502288	MZ22509784	56	0.5827	0.7948	0.9697	0.6727	0.2970	
MZ22520984	MZ22516949	30	0.9105	0.3665	0.4734	0.6479	-0.1745	
MZ22513558	MZ22529056	27	0.1763	0.6018	0.7151	0.2047	0.5104	
MZ22516590	MZ22515822	38	0.8415	0.3508	0.4935	0.6905	-0.1971	
MZ22506449	MZ22526996	48	0.3776	0.5817	0.7044	0.3874	0.3170	
MZ22522469	MZ22504153	8	0.9851	0.9850	1.0000	0.9850	0.0150	
MZ22514884	MZ22507016	9	-0.0320	0.3971	0.0164	0.2021	-0.1857	
MZ22501911	MZ22502149	162	0.1228	0.2636	-0.0444	0.1969	-0.2414	
MZ22510181	MZ22527432	2	0.8037	-0.3333	0.6163	0.6412	-0.0249	
MZ22527923	MZ22524362	1	-0.3333	0.9413	0.7271	0.7164	0.0107	
MZ22513425	MZ22506207	3	0.5896	0.6114	0.5299	0.6049	-0.0751	
MZ22500430	MZ22522027	109	0.2238	0.4434	-0.0075	0.2944	-0.3019	
MZ22500134	MZ22530048	18	0.2192	-1.0000	0.1522	0.1030	0.0492	
MZ22502280	MZ22524286	7	0.2210	0.9786	0.2271	0.4541	-0.2271	
MZ22528262	MZ22524361	8	0.1522	0.1642	0.0618	0.1618	-0.1001	
MZ22506836	MZ22525430	9	0.4318	0.8790	0.4318	0.6210	-0.1892	
MZ22527112	MZ22524030	92	0.1410	0.2997	1.0000	0.2600	0.7400	
MZ22528989	MZ22504384	38	0.4277	0.1696	0.1333	0.1911	-0.0578	
MZ22522611	MZ22502636	48	-0.0883	-0.0776	0.5311	-0.0800	0.6111	
MZ22518670	MZ22524555	30	0.6933	0.7794	1.0000	0.7302	0.2698	
MZ22500098	MZ22526658	2	0.5564	0.9921	0.5544	0.6187	-0.0643	
MZ22521990	MZ22527269	5	0.1702	0.0598	-0.1864	0.1150	-0.3014	
MZ22521920	MZ22503163	44	0.6957	0.1248	0.1783	0.3083	-0.1301	
MZ22510254	MZ22508488	16	0.8622	0.6106	0.5644	0.7294	-0.1650	
MZ22515711	MZ22520455	3	0.9708	0.7117	0.8246	0.8518	-0.0272	
MZ22529599	MZ22522175	7	0.8300	0.2931	0.7253	0.3562	0.3691	
MZ22516481	MZ22510369	129	0.0744	-0.0455	0.7019	0.0216	0.6803	
MZ22507264	MZ22505265	1	0.1961	0.4475	-0.0396	0.3078	-0.3474	
MZ22513198	MZ22504105	34	0.3113	0.5224	0.8000	0.4949	0.3051	
MZ22515984	MZ22511221	8	-0.3278	0.1044	-0.2433	-0.0808	-0.1625	
MZ22507686	MZ22501084	24	0.9125	0.2568	0.2633	0.5110	-0.2477	
MZ22527546	MZ22519863	1	0.8107	0.9808	0.9355	0.9040	0.0315	
MZ22530579	MZ22504397	2	0.2145	0.0014	-0.3863	0.0547	-0.4410	
MZ22507746	MZ22520364	54	0.2441	0.1090	1.0000	0.2248	0.7752	
MZ22512679	MZ22502304	80	-0.1031	0.0543	-0.0128	-0.0369	0.0240	
MZ22502334	MZ22508179	54	0.4789	0.9000	0.6596	0.7797	-0.1201	
MZ22524924	MZ22526953	1	0.2222	0.5000	0.5789	0.3684	0.2105	
MZ22527870	MZ22525506	1	0.9935	0.4631	0.4599	0.5748	-0.1149	
MZ22527779	MZ22526291	9	0.5544	0.6061	0.9375	0.5932	0.3443	
MZ22502069	MZ22517242	4	0.9401	0.7643	0.9524	0.8983	0.0541	
MZ22513822	MZ22510435	41	0.7919	0.5359	0.8792	0.5689	0.3103	
MZ22525473	MZ22528179	1	0.4286	0.6146	0.7000	0.4844	0.2156	
MZ22529768	MZ22507146	1	-0.5000	0.6949	0.6254	0.5543	0.0711	
MZ22522635	MZ22513876	150	0.4612	0.3706	0.9003	0.4069	0.4934	
MZ22529281	MZ22500817	36	-0.4044	0.1468	0.0689	0.0917	-0.0229	
MZ22505728	MZ22521042	3	0.8411	0.7469	0.8101	0.8097	0.0004	
MZ22501001	MZ22516754	1	0.8070	0.9966	0.8667	0.8991	-0.0323	
MZ22501670	MZ22507559	11	0.9817	0.8565	0.9391	0.9209	0.0182	
MZ22501929	MZ22520030	16	-0.0514	0.8078	0.1485	0.3245	-0.1760	
MZ22511224	MZ22511256	13	0.6256	0.0019	0.0192	0.3238	-0.3046	
MZ22503081	MZ22501072	23	0.8273	0.3532	0.3462	0.5902	-0.2440	
MZ22511282	MZ22512553	1	0.5263	0.4000	0.5641	0.4615	0.1026	
MZ22527874	MZ22526677	10	0.7632	-0.7207	0.5288	0.3392	0.1896	
MZ22504203	MZ22516659	13	0.9778	0.8825	0.8802	0.9361	-0.0559	
MZ22506171	MZ22525324	15	0.5727	0.9646	0.6888	0.7564	-0.0676	
MZ22519113	MZ22508280	1	0.5909	0.8833	0.7759	0.8064	-0.0305	
MZ22525770	MZ22508830	17	0.4500	0.9658	0.7692	0.7013	0.0679	
MZ22524327	MZ22520206	8	0.1805	0.2648	-0.0155	0.2167	-0.2322	
MZ22518914	MZ22527910	1	0.7683	-0.5000	0.7368	0.6098	0.1270	
MZ22516446	MZ22527703	2	0.7595	0.4869	0.9453	0.6990	0.2463	
MZ22507751	MZ22517196	32	0.8932	0.9193	1.0000	0.9055	0.0945	
MZ22523394	MZ22522054	12	0.0444	-0.0981	0.2302	-0.0167	0.2469	
MZ22528559	MZ22514907	14	0.0712	0.0407	0.4618	0.0475	0.4143	
MZ22511055	MZ22530058	5	0.0963	0.4826	-0.0530	0.1821	-0.2351	
MZ22505720	MZ22515822	130	0.1504	0.3508	0.8759	0.2120	0.6639	
MZ22521334	MZ22521524	4	0.9403	0.9940	0.9714	0.9649	0.0066	
MZ22529533	MZ22524944	1	-0.3333	-0.2000	0.2500	-0.2500	0.5000	
MZ22501889	MZ22530621	36	0.3647	0.1139	1.0000	0.3396	0.6604	
MZ22526680	MZ22522625	2	0.9885	0.9814	1.0000	0.9834	0.0166	
MZ22509091	MZ22504144	40	0.5560	0.7161	0.7628	0.6560	0.1067	
MZ22503427	MZ22524214	11	0.7719	0.9318	0.9259	0.8489	0.0770	
MZ22514894	MZ22526208	4	0.1917	-0.2500	0.1448	-0.0162	0.1610	
MZ22530112	MZ22507822	1	-1.0000	0.5681	0.3790	0.4187	-0.0398	
MZ22520569	MZ22528466	5	0.5858	-0.2869	0.1370	0.3173	-0.1803	
MZ22530675	MZ22524795	6	0.3411	0.1474	-0.0740	0.2249	-0.2989	
MZ22501867	MZ22524483	20	0.6696	0.4977	0.3159	0.6167	-0.3008	
MZ22512600	MZ22517166	3	0.5199	0.9441	0.7406	0.8835	-0.1429	
MZ22501964	MZ22518904	28	0.8885	0.9226	1.0000	0.9039	0.0961	
MZ22501966	MZ22516056	14	0.9735	0.9684	1.0000	0.9712	0.0288	
MZ22509900	MZ22505026	2	0.9810	0.9450	0.9475	0.9610	-0.0135	
MZ22529338	MZ22528046	2	-0.5000	0.1406	-0.1838	-0.1797	-0.0040	
MZ22508258	MZ22531064	1	0.9883	-0.5000	0.9583	0.8643	0.0940	
MZ22506303	MZ22518861	14	0.9164	0.9618	0.9538	0.9369	0.0169	
MZ22523135	MZ22525463	2	0.9667	0.9589	1.0000	0.9645	0.0355	
MZ22502540	MZ22505427	87	0.6554	0.6894	0.9714	0.6690	0.3024	
MZ22524131	MZ22501731	4	0.8110	0.8267	0.8208	0.8208	-0.0001	
MZ22500156	MZ22506944	3	0.9167	0.9946	1.0000	0.9533	0.0467	
MZ22510990	MZ22529644	18	0.5125	-1.0000	1.0000	0.3533	0.6467	
MZ22521203	MZ22527380	2	0.8598	0.4913	0.8049	0.8164	-0.0115	
MZ22521951	MZ22520299	16	0.7506	0.3625	0.8889	0.4488	0.4401	
MZ22521809	MZ22515021	16	0.7733	0.4846	0.3495	0.6120	-0.2625	
MZ22515286	MZ22516150	9	0.9478	0.6423	0.8380	0.7715	0.0665	
MZ22524270	MZ22520529	2	-1.0000	0.1309	0.1212	-0.0307	0.1518	
MZ22500214	MZ22509888	1	0.6078	-0.0764	0.3681	0.4178	-0.0497	
MZ22530616	MZ22510301	2	0.2309	-0.0306	0.0779	-0.0101	0.0879	
MZ22509111	MZ22509432	46	-0.0762	0.0593	-0.2869	-0.0334	-0.2535	
MZ22519773	MZ22525069	82	0.0015	0.4717	0.2683	0.2490	0.0194	
MZ22504716	MZ22520614	4	0.4671	0.2082	0.2461	0.4301	-0.1840	
MZ22502552	MZ22529613	2	0.7030	-0.5000	0.6163	0.5025	0.1138	
MZ22515376	MZ22500095	83	0.2395	-0.0401	1.0000	0.0030	0.9970	
MZ22531075	MZ22528746	2	-0.5000	0.3503	-0.1324	-0.0748	-0.0575	
MZ22528209	MZ22500462	36	0.1021	0.0776	0.1371	0.0801	0.0570	
MZ22522788	MZ22500003	68	0.2862	0.2282	0.2578	0.2392	0.0186	
MZ22525948	MZ22512863	3	0.5447	0.2971	0.2770	0.3797	-0.1026	
MZ22530831	MZ22501912	12	-1.0000	0.3241	0.2011	-0.0069	0.2080	
MZ22502175	MZ22507880	8	0.9896	0.9819	1.0000	0.9857	0.0143	
MZ22524552	MZ22510391	51	0.1455	0.1374	0.2967	0.1386	0.1581	
MZ22523372	MZ22504570	5	0.3333	0.9590	0.9130	0.7958	0.1172	
MZ22509543	MZ22500310	23	-0.2384	0.5361	0.5970	0.3759	0.2211	
MZ22514812	MZ22524677	26	0.9373	0.6985	0.8013	0.8328	-0.0316	
MZ22530271	MZ22508920	17	0.6079	0.5726	0.5658	0.5761	-0.0104	
MZ22527860	MZ22526326	8	-0.3333	0.5808	0.4147	0.3849	0.0298	
MZ22530359	MZ22526110	4	-1.0000	0.5450	0.3504	0.1035	0.2468	
MZ22526097	MZ22507330	1	-0.2500	0.9952	0.8696	0.7787	0.0909	
MZ22513888	MZ22500070	57	0.8569	0.8606	1.0000	0.8589	0.1411	
MZ22500918	MZ22528219	2	0.0630	0.0736	-0.1298	0.0640	-0.1939	
MZ22525367	MZ22500367	41	0.3954	0.0897	-0.1247	0.1661	-0.2908	
MZ22503839	MZ22527957	2	0.6550	-1.0000	0.6926	0.4711	0.2215	
MZ22502817	MZ22528642	6	0.0032	0.1044	-0.0151	0.0437	-0.0588	
MZ22530785	MZ22527447	2	-0.5000	0.0209	0.5000	-0.1527	0.6527	
MZ22508633	MZ22529452	31	0.0940	0.2218	1.0000	0.1068	0.8932	
MZ22517028	MZ22507394	89	-0.3715	0.6084	1.0000	0.3340	0.6660	
MZ22524084	MZ22514267	25	0.7926	0.9197	0.9384	0.8623	0.0761	
MZ22501032	MZ22519003	12	-0.0526	-0.6000	0.1068	-0.1620	0.2688	
MZ22507208	MZ22501565	16	0.9571	0.4150	0.5016	0.6701	-0.1685	
MZ22500188	MZ22529312	17	-0.1731	-0.5000	-0.2175	-0.2004	-0.0172	
MZ22510807	MZ22505672	14	0.2719	0.5354	-0.0403	0.4072	-0.4475	
MZ22500743	MZ22526656	58	0.1561	0.5205	0.0559	0.2320	-0.1761	
MZ22517198	MZ22514856	59	0.3589	0.0804	0.2401	0.1409	0.0992	
MZ22527906	MZ22530675	2	0.8531	0.3411	0.3511	0.6483	-0.2973	
MZ22528304	MZ22500033	34	0.1374	0.1144	0.2247	0.1168	0.1080	
MZ22501086	MZ22503826	30	0.8911	0.9234	1.0000	0.9059	0.0941	
MZ22512184	MZ22500804	102	0.3341	0.2046	0.4533	0.2345	0.2188	
MZ22529589	MZ22525265	9	0.0078	0.0140	1.0000	0.0109	0.9891	
MZ22526751	MZ22506836	23	0.1163	0.4318	-0.0208	0.3221	-0.3429	
MZ22515534	MZ22517689	38	0.9560	0.9197	0.9986	0.9378	0.0607	
MZ22526137	MZ22510827	81	0.7550	0.6378	0.7906	0.6769	0.1137	
MZ22521870	MZ22518577	98	0.5460	0.3452	1.0000	0.4014	0.5986	
MZ22506449	MZ22509543	1	0.3776	-0.2384	0.2934	0.3347	-0.0412	
MZ22521698	MZ22507610	20	0.3711	0.2844	0.0508	0.3277	-0.2769	
MZ22525634	MZ22506190	107	0.1499	0.3735	1.0000	0.3176	0.6824	
MZ22526117	MZ22519193	13	-0.1988	0.0203	0.0813	-0.0208	0.1022	
MZ22500603	MZ22517831	5	0.6911	0.9440	0.9474	0.7310	0.2164	
MZ22511815	MZ22520756	4	-0.0718	0.0192	-0.3108	0.0010	-0.3118	
MZ22519051	MZ22512121	8	0.5524	0.2562	0.1974	0.4340	-0.2365	
MZ22527662	MZ22503566	52	-0.2369	0.2914	0.1711	0.2159	-0.0448	
MZ22529768	MZ22518877	1	-0.5000	0.8134	0.7811	0.6675	0.1136	
MZ22515430	MZ22510184	1	0.8125	0.9983	0.9714	0.9133	0.0581	
MZ22501214	MZ22517007	16	0.9563	0.9662	1.0000	0.9608	0.0392	
MZ22500975	MZ22503102	17	0.9119	0.7777	0.8565	0.8448	0.0117	
MZ22508211	MZ22500579	8	0.2428	0.1210	-0.0930	0.1781	-0.2710	
MZ22528693	MZ22502831	34	-0.1378	0.2978	1.0000	0.2542	0.7458	
MZ22520262	MZ22513898	48	0.7938	0.2695	0.3204	0.5237	-0.2032	
MZ22521421	MZ22502350	54	0.0685	0.0732	0.0577	0.0725	-0.0149	
MZ22529279	MZ22514289	34	0.2546	0.2117	0.9970	0.2162	0.7807	
MZ22524954	MZ22500945	23	0.9302	0.5366	0.4781	0.7088	-0.2307	
MZ22512600	MZ22508068	45	0.5199	0.4240	0.9792	0.4384	0.5408	
MZ22522180	MZ22512615	29	0.2035	0.4034	0.9200	0.3314	0.5886	
MZ22505655	MZ22525182	21	0.0972	0.8743	0.1854	0.4231	-0.2376	
MZ22530314	MZ22510856	1	0.4603	0.6283	0.4069	0.6059	-0.1990	
MZ22500553	MZ22505427	11	0.7523	0.6894	0.4689	0.7287	-0.2598	
MZ22511063	MZ22511297	4	0.9911	0.6156	0.8333	0.8159	0.0175	
MZ22518394	MZ22502817	6	0.5436	0.0032	0.2990	0.3962	-0.0972	
MZ22515662	MZ22513632	3	-0.1384	-0.0924	-0.2243	-0.1049	-0.1194	
MZ22526173	MZ22522587	6	0.9788	0.9836	1.0000	0.9819	0.0181	
MZ22521159	MZ22506092	37	0.6115	-0.1693	0.6639	-0.0628	0.7268	
MZ22522061	MZ22502474	161	0.5628	0.5710	0.9146	0.5682	0.3464	
MZ22513314	MZ22523747	6	0.5144	0.8679	0.8235	0.5768	0.2468	
MZ22516546	MZ22503174	1	0.2942	0.5381	0.2825	0.4851	-0.2026	
MZ22501221	MZ22514299	60	0.3485	0.1139	0.5307	0.2790	0.2517	
MZ22517307	MZ22505366	13	0.9722	0.7869	0.9412	0.8741	0.0670	
MZ22508488	MZ22509703	18	0.6106	0.3636	0.1007	0.4871	-0.3864	
MZ22500989	MZ22528080	2	0.8619	0.6626	0.6828	0.8384	-0.1557	
MZ22521418	MZ22528253	6	0.1982	0.1291	-0.1566	0.1752	-0.3318	
MZ22500927	MZ22500772	19	0.1198	0.8444	0.4130	0.6566	-0.2436	
MZ22514108	MZ22529042	6	0.2518	0.3436	0.0467	0.2886	-0.2419	
MZ22522514	MZ22529480	6	0.1016	0.3454	-0.1620	0.1991	-0.3611	
MZ22501664	MZ22528721	19	0.4391	-0.5000	0.8857	0.3855	0.5003	
MZ22501867	MZ22530438	14	0.6696	-0.5000	0.6077	0.5526	0.0551	
MZ22515063	MZ22527266	3	0.9820	0.9829	0.9989	0.9822	0.0168	
MZ22522834	MZ22524654	64	0.1258	0.2064	1.0000	0.1433	0.8567	
MZ22513776	MZ22523029	14	0.9262	0.8523	0.9643	0.8905	0.0738	
MZ22515532	MZ22524886	18	0.5193	0.2316	0.4079	0.4915	-0.0836	
MZ22525009	MZ22506260	8	0.9807	0.0102	0.0897	0.2875	-0.1978	
MZ22506076	MZ22510002	8	0.8885	0.6386	0.9355	0.7917	0.1437	
MZ22524912	MZ22508977	10	0.9722	0.0785	0.2597	0.4847	-0.2250	
MZ22524181	MZ22505729	12	0.9190	0.9614	1.0000	0.9448	0.0552	
MZ22530033	MZ22507522	7	0.4807	0.8280	0.6684	0.7949	-0.1265	
MZ22501642	MZ22528576	34	0.2034	0.2692	0.6508	0.2103	0.4405	
MZ22522244	MZ22515198	98	0.3743	0.1479	1.0000	0.2139	0.7861	
MZ22527956	MZ22528283	6	0.1154	0.1331	-0.0430	0.1260	-0.1690	
MZ22506024	MZ22530479	32	0.1124	0.0078	0.0561	0.1008	-0.0447	
MZ22509703	MZ22524590	162	0.3636	0.5920	0.4888	0.4370	0.0519	
MZ22517190	MZ22505636	27	0.8403	0.8725	1.0000	0.8584	0.1416	
MZ22519827	MZ22528797	30	-0.0152	0.0039	0.7321	-0.0129	0.7450	
MZ22504572	MZ22528911	36	0.2480	-0.2750	1.0000	0.1957	0.8043	
MZ22501183	MZ22513051	29	0.9337	0.6858	0.9643	0.8451	0.1192	
MZ22509280	MZ22509823	3	0.3492	0.9935	0.3636	0.6524	-0.2889	
MZ22510171	MZ22509869	5	0.7250	0.3540	0.6612	0.5307	0.1305	
MZ22519382	MZ22503690	9	0.9123	0.5811	0.5484	0.7325	-0.1841	
MZ22507522	MZ22516064	44	0.8280	0.4058	0.4720	0.6732	-0.2012	
MZ22512903	MZ22529269	1	0.5542	-1.0000	0.2865	0.3470	-0.0604	
MZ22523451	MZ22523280	13	0.9572	0.9593	1.0000	0.9582	0.0418	
MZ22527715	MZ22524202	1	-0.2500	0.9698	0.7883	0.6648	0.1234	
MZ22500635	MZ22515776	26	0.5360	0.2635	0.9524	0.4841	0.4683	
MZ22515038	MZ22512030	19	0.6976	0.9137	0.8503	0.8220	0.0283	
MZ22521539	MZ22521646	6	-0.2196	-0.0970	-0.1758	-0.1651	-0.0107	
